MovieID,Name,Date_Added,Release_Year,Rating,Duration(minutes),Description
5610,Terminator Salvation,"January 1, 2020",2009,PG-13,115,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against increasingly dominating militaristic robots."
5611,Terra,"May 1, 2016",2015,TV-PG,98,This visually arresting documentary essay reflects on our relationship to other living creatures as humanity becomes more isolated from nature.
5612,Terrifier,"September 1, 2018",2017,TV-MA,84,"On Halloween night, inside a dilapidated apartment building, Art the Clown stalks his victims, slicing and slaughtering in terrifying silence."
5613,Teshan,"October 15, 2017",2016,TV-PG,133,New beginnings appear to be on the horizon after a simple country boy forms a bond with a sophisticated urban girl with modern ideas.
5614,Tezz,"December 1, 2017",2012,TV-MA,121,This high-octane thriller tells the story of a man on a mission to reclaim what was taken from him and the agent who's determined to stop him.
5615,The 24 Hour War,"November 15, 2019",2016,TV-MA,100,An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history.
5616,The 4th Company,"April 6, 2018",2016,TV-MA,117,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration."
5617,The Accountant of Auschwitz,"July 1, 2019",2018,TV-14,78,"Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz."
5618,The Adderall Diaries,"July 15, 2018",2015,R,87,Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom he's writing a book.
5619,The Adventure Club,"May 10, 2017",2016,TV-Y7,88,"After finding a peculiar key, three smart and adventurous kids launch a quest to uncover the whereabouts of a coveted archaeological treasure."
5620,The Adventures of Sharkboy and Lavagirl,"December 2, 2020",2005,PG,93,A 10-year-old dreamer's imaginary friends – mighty Sharkboy and fire-producing Lavagirl – come to life to seek his help battling a nefarious baddie.
5621,The Adventures of Tintin,"November 20, 2019",2011,PG,107,"This 3-D motion capture adapts Georges Remi's classic comic strip about the adventures of fearless young journalist Tintin and his trusty dog, Snowy."
5622,The Aerial,"April 1, 2018",2007,TV-MA,99,"In the City Without a Voice, only faceless singer the Voice can still vocalize. Everyone else has lost the power of speech as they let Mr. TV's broadcasts speak for them. But when Mr. TV kidnaps the Voice, things change."
5623,The Age of Shadows,"January 1, 2018",2016,TV-MA,140,"Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives."
5624,The American President,"January 1, 2021",1995,PG-13,113,The widowed president strikes up a romance with a beautiful Washington lobbyist – but can the couple keep their private and political lives separate?
5625,The Amityville Horror,"January 1, 2020",2005,R,89,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons."
5626,The Angry Birds Movie 2,"February 27, 2020",2019,PG,97,Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe that’s threatening all of their homes.
5627,The Animal People,"March 11, 2020",2019,TV-MA,97,Animal rights protesters trying to shut down a facility that conducts animal testing are labeled terrorists by big business and law enforcement.
5628,The Ant's Scream,"June 13, 2019",2010,TV-14,108,"Released after being wrongly imprisoned in Iraq, an Egyptian contractor returns home to a country on the brink of revolution."
5629,The Apostate,"May 10, 2017",2015,TV-MA,80,A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts.
5630,The Art of the Steal,"December 8, 2018",2013,R,90,"Crunch Calhoun, a daredevil motorcyclist and mostly reformed con artist, agrees to do one last job: helping his brother Nicky steal a priceless book."
5631,The Art of War,"July 1, 2020",2000,R,117,"Framed for the murder of an ambassador, a former member of the United Nations' elite covert action unit will do whatever it takes to clear his name."
5632,The Assignment,"March 15, 2020",2016,R,95,A hitman has his body surgically altered into a woman's against his will. Now he has to track down the surgeon responsible and get his revenge.
5633,The Autopsy of Jane Doe,"December 30, 2018",2016,R,86,A father-son team of small-town coroners performs an autopsy on an unidentified woman with mysterious injuries and a terrifying secret.
5634,The Bachelors,"February 21, 2018",2017,TV-14,100,"After the death of his wife, a teacher and his son move to a new city, where emotional connections with two women help them begin to heal."
5635,The Bad Education Movie,"December 15, 2018",2015,TV-MA,87,"Britain's most ineffective but caring teacher takes his class to Cornwall for one last school trip, where anything could happen –
 and probably will."
5636,The Bad Kids,"April 1, 2017",2016,TV-MA,101,"In this documentary, teachers at a Mojave Desert high school adhere to a belief that compassion and life skills can profoundly help at-risk students."
5637,The Bare-Footed Kid,"August 16, 2018",1993,TV-14,83,"While working at a family friend's business, a penniless orphan draws the attention of a corrupt competitor and is torn between divided loyalties."
5638,The Basement,"April 9, 2019",2018,TV-MA,89,"Known for tortuous role-play with victims in his basement, a twisted serial killer abducts a musician who has a deeper connection to his mind games."
5639,The Battle of Midway,"March 31, 2017",1942,TV-14,18,"Director John Ford captures combat footage of the Battle of Midway, an air and sea campaign that was a turning point in the war in the Pacific."
5640,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,"December 31, 2018",2018,TV-MA,72,"This documentary highlights spontaneous encounters with the elusive, comedic veteran, who touches lives by simply showing up anywhere."
5641,The Black Room,"August 7, 2017",2016,TV-MA,95,A couple's new dream home morphs into a nightmare after they learn that an evil and lustful spirit resides in their basement.
5642,The Blackcoat's Daughter,"May 18, 2019",2015,R,95,"When their parents fail to pick them up for winter break, two students stay on at an all-girls boarding school in the company of a terrible presence."
5643,The Bleeder,"March 29, 2019",2016,R,98,"Husband. Father. Fighter. Meet Chuck Wepner, the liquor salesman and self-proclaimed real-life inspiration behind Rocky Balboa."
5644,The Bomb,"August 1, 2017",2016,TV-14,59,"Form, montage and mesmerizing kinetics propel this experimental meditation on the destructive power of the nuclear bomb, featuring music by The Acid."
5645,The Book of Eli,"July 1, 2019",2010,R,118,"Determined to protect a sacred text that promises to save humanity, Eli goes on a quest westward across the barren, postapocalyptic country."
5646,The Boss's Daughter,"March 10, 2017",2015,TV-MA,98,"While working together, a married textile foreman and his boss’s daughter have a torrid love affair, stirring up hostility among the factory crew."
5647,The Bounty Hunter,"October 1, 2019",2010,PG-13,111,"Bounty hunter Milo Boyd finds his latest assignment downright satisfying as he learns that the bail-jumper he must chase down is his ex-wife, Nicole."
5648,The Box,"June 1, 2019",2009,PG-13,116,A couple must decide whether to push a button that will net them a million dollars but that will also cause the death of a complete stranger.
5649,The Boy,"June 1, 2020",2016,PG-13,97,A nanny is hired by a couple to look after their boy. She's shocked to learn that her charge is actually a doll that the couple treats like a human.
5650,The Boy in the Striped Pajamas,"January 1, 2019",2008,PG-13,95,"When his family moves from Berlin to Poland, a young boy befriends a boy who lives on the other side of the fence, unaware he's a Jewish prisoner."
5651,The Brave One,"November 1, 2019",2007,R,122,New York City radio host Erica Bain decides to take the law into her own hands after losing her fiancé in a brutal Central Park attack.
5652,The Brawler,"May 18, 2019",2019,TV-MA,95,"Newly famous after challenging Muhammad Ali for a championship title, boxer Chuck Wepner spirals down the slippery slope of being a celebrity."
5653,The Breadwinner,"February 20, 2018",2017,PG-13,93,A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.
5654,The Break-Up,"July 16, 2019",2006,PG-13,107,Cohabitating couple Gary and Brooke's petty spats turn into an all-out battle for their home condo.
5655,The Bridge,"September 1, 2019",2017,TV-14,119,A Yoruba prince and a young lady from a prominent Igbo family face tribal prejudice and parental pressure when they secretly wed.
5656,The Brothers Grimm,"July 1, 2019",2005,PG-13,119,"Brothers Jake and Will Grimm travel from village to village, posing as exterminators of magical creatures. But in reality, they're expert con artists."
5657,The Bucket List,"October 1, 2019",2007,PG-13,97,Two terminally ill men bust out of the cancer ward with a plan to experience life to the fullest before they kick the bucket.
5658,The Bulbul's Nest,"May 9, 2019",2013,TV-MA,96,"A taxi driver longs to be a pop singer, but the road to stardom is wrought with competition and struggle until he befriends a helpful belly dancer."
5659,The Bund,"September 20, 2018",1983,TV-14,103,"After losing everything, a young man rebuilds his life and finds love in 1920s Shanghai – all while rising to power in an organized crime syndicate."
5660,The Bye Bye Man,"April 1, 2019",2017,PG-13,96,Three college students move into an off-campus house and discover they've unwittingly unleashed a supernatural killer known as the Bye Bye Man.
5661,The Bygone,"March 23, 2020",2019,TV-MA,106,"His way of life under threat due to the oil fracking boom, a young rancher defends a Lakota woman and becomes entangled in human trafficking."
